id,version,"created_at","updated_at",user_id,description_id,rss_log_id,num_views,"last_view",rank,"text_name","search_name","display_name","sort_name","citation",deprecated,synonym_id,correct_spelling_id,"notes","classification",ok_for_export,"author","lifeform",locked
78,4,"2007-01-10 05:03:41","2013-03-19 23:54:45",1,34,22508,582,"2018-09-06 08:54:41",4,"Russula cyanoxantha","Russula cyanoxantha (Schaeff.) Fr.","**__Russula cyanoxantha__** (Schaeff.) Fr.","Russula cyanoxantha  (Schaeff.) Fr.","Monogr. Hymenomyc. Suec. (Upsaliae) 2(2): 194 (1863)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Russulaceae_",1,"(Schaeff.) Fr."," ",0
79,4,"2007-01-10 05:03:41","2012-04-10 03:42:00",1,35,22465,962,"2018-09-08 21:36:06",4,"Russula aeruginea","Russula aeruginea Fr.","**__Russula aeruginea__** Fr.","Russula aeruginea  Fr.","Monogr. Hymenomyc. Suec. (Upsaliae) 2(2): 198 (1863)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Russulaceae_",1,"Fr."," ",0
80,3,"2007-01-10 05:03:41","2011-12-15 01:57:55",1,2230,64416,882,"2018-09-10 00:17:09",4,"Rhodocollybia butyracea","Rhodocollybia butyracea (Bull.) Lennox","**__Rhodocollybia butyracea__** (Bull.) Lennox","Rhodocollybia butyracea  (Bull.) Lennox","Mycotaxon 9(1): 218 (1979)",0,346,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Omphalotaceae_",1,"(Bull.) Lennox"," ",0
82,2,"2007-01-10 05:03:41","2007-01-10 05:03:41",1,NULL,NULL,334,"2018-09-05 12:41:50",4,"Rhizopogon ochraceorubens","Rhizopogon ochraceorubens A.H. Sm.","**__Rhizopogon ochraceorubens__** A.H. Sm.","Rhizopogon ochraceorubens  A.H. Sm.",NULL,0,NULL,NULL,NULL,NULL,1,"A.H. Sm."," ",0
85,8,"2007-01-10 05:03:42","2018-09-08 14:27:13",1,4709,93946,1609,"2018-09-10 01:38:02",9,"Ramaria","Ramaria Fr. ex Bonord.","**__Ramaria__** Fr. ex Bonord.","Ramaria  Fr. ex Bonord.","\"??Handb. Allgem. mykol.?? (Stuttgart): 166 ==(==1851==)==\":http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10301148_00182.html",0,5229,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=18444
http://mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=57285&Fields=All","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Gomphales_
Family: _Gomphaceae_",1,"Fr. ex Bonord."," ",0
86,3,"2007-01-10 05:03:42","2013-12-28 02:23:15",1,NULL,178325,462,"2018-09-09 02:27:23",4,"Ramaria rasilispora","Ramaria rasilispora Marr & D.E. Stuntz","**__Ramaria rasilispora__** Marr & D.E. Stuntz","Ramaria rasilispora  Marr & D.E. Stuntz","Biblthca Mycol. 38: 107 (1974) [1973]",0,520,NULL,"",NULL,1,"Marr & D.E. Stuntz"," ",0
94,3,"2007-01-10 05:03:42","2015-03-01 01:45:45",1,NULL,225311,320,"2018-09-09 11:39:43",4,"Ramaria araiospora","Ramaria araiospora Marr & D.E. Stuntz","**__Ramaria araiospora__** Marr & D.E. Stuntz","Ramaria araiospora  Marr & D.E. Stuntz","Biblthca Mycol. 38: 55 (1974) [1973]",0,NULL,NULL,"",NULL,1,"Marr & D.E. Stuntz"," ",0
95,3,"2007-01-10 05:03:42","2015-03-01 01:48:20",1,NULL,225327,407,"2018-09-07 13:14:17",4,"Ramaria acrisiccescens","Ramaria acrisiccescens Marr & D.E. Stuntz","**__Ramaria acrisiccescens__** Marr & D.E. Stuntz","Ramaria acrisiccescens  Marr & D.E. Stuntz","Biblthca Mycol. 38: 50 (1974) [1973]",0,3702,NULL,"",NULL,1,"Marr & D.E. Stuntz"," ",0
99,4,"2007-01-10 05:03:42","2018-08-25 16:27:17",1,37,2114,626,"2018-09-03 14:37:27",4,"Pulveroboletus ravenelii","Pulveroboletus ravenelii (Berk. & M.A. Curtis) Murrill","**__Pulveroboletus ravenelii__** (Berk. & M.A. Curtis) Murrill","Pulveroboletus ravenelii  (Berk. & M.A. Curtis) Murrill","Mycologia 1(1): 9 (1909)",0,2684,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Boletales_
Family: _Boletaceae_",1,"(Berk. & M.A. Curtis) Murrill"," ",0
100,5,"2007-01-10 05:03:42","2014-10-13 00:25:36",1,2092,71181,953,"2018-09-08 01:20:34",4,"Pseudohydnum gelatinosum","Pseudohydnum gelatinosum (Scop.) P. Karst.","**__Pseudohydnum gelatinosum__** (Scop.) P. Karst.","Pseudohydnum gelatinosum  (Scop.) P. Karst.","??Not. Sällsk. Fauna et Fl. Fenn. Förh.?? 9: 374 (1868)",0,NULL,NULL,"Classification from ??Mycobank??:[5]
  _Fungi_, _Basidiomycota_, _Agaricomycotina_, **_Tremellomycetes_, _Tremellomycetidae_, _Tremellales_, _Exidiaceae_**, _Pseudohydnum_
But per ??Index Fungorum??:[2]
 _Incertae sedis_, _Auriculariales_, _Incertae sedis_, _Agaricomycetes_**, _Agaricomycotina_, _Basidiomycota_, _Fungi_

See \"Name Description\":http://mushroomobserver.org/name/show_name_description?id=2092 for references","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Tremellomycetes_
Order: _Tremellales_
Family: _Exidiaceae_",1,"(Scop.) P. Karst."," ",0
102,3,"2007-01-10 05:03:42","2015-02-10 22:12:59",1,NULL,222951,673,"2018-09-04 10:38:40",4,"Pseudoclitocybe cyathiformis","Pseudoclitocybe cyathiformis (Bull.) Singer","**__Pseudoclitocybe cyathiformis__** (Bull.) Singer","Pseudoclitocybe cyathiformis  (Bull.) Singer","Mycologia 48 (5): 725 (1956) [MB#414618]",0,697,NULL,"Collected by :	W. Gams	 
Collection date :	05/10/1979	 
Country (state) :
Germany
 
Location details :	SE from Büschkapelle bei Gerolstein, Eifel

http://www.mycobank.org/BioloMICS.aspx?Link=T&TableKey=14682616000000070&Rec=105115&Fields=All",NULL,1,"(Bull.) Singer"," ",0
105,4,"2007-01-10 05:03:43","2010-03-03 18:31:47",1,38,1372,734,"2018-09-09 17:34:35",4,"Psathyrella longipes","Psathyrella longipes (Peck) A.H. Sm.","**__Psathyrella longipes__** (Peck) A.H. Sm.","Psathyrella longipes  (Peck) A.H. Sm.","Contr. Univ. Mich. Herb. 5: 49 (1941)",0,2869,NULL,NULL,"Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Basidiomycetes_
Order: _Agaricales_
Family: _Psathyrellaceae_",1,"(Peck) A.H. Sm."," ",0
108,3,"2007-01-10 05:03:43","2017-12-02 13:48:53",1,4640,43311,2763,"2018-09-05 16:59:38",9,"Pluteus","Pluteus Fr.","**__Pluteus__** Fr.","Pluteus  Fr.","Fr., Fl. Scan.: 338 (1836)",0,6598,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Pluteaceae_",1,"Fr."," ",0
110,2,"2007-01-10 05:03:43","2011-11-27 17:11:44",1,2330,88904,504,"2018-09-08 17:08:02",4,"Pluteus atromarginatus","Pluteus atromarginatus (Singer) Kühner","**__Pluteus atromarginatus__** (Singer) Kühner","Pluteus atromarginatus  (Singer) Kühner",NULL,0,528,NULL,"Bull. mens. Soc. linn. Lyon 5: 51. 1935.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Pluteaceae_",1,"(Singer) Kühner"," ",0
111,6,"2007-01-10 05:03:43","2018-07-27 18:45:06",1,42,24133,3406,"2018-09-06 01:29:28",4,"Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P. Kumm.","**__Pleurotus ostreatus__** (Jacq.) P. Kumm.","Pleurotus ostreatus  (Jacq.) P. Kumm.","\"??Führ. Pilzk.?? (Zerbst): 104 ==(==1871==)==\":http://biodiversitylibrary.org/page/34209673",0,313,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=174220
http://mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=22136&Fields=All","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Pleurotaceae_",1,"(Jacq.) P. Kumm."," ",0
112,4,"2007-01-10 05:03:43","2018-01-13 23:05:53",1,2698,93392,316,"2018-09-02 09:26:43",4,"Pleurotus eryngii","Pleurotus eryngii (DC.) Quél","**__Pleurotus eryngii__** (DC.) Quél","Pleurotus eryngii  (DC.) Quél","Mém. Soc. Émul. Montbéliard, Sér. 2 5: 112 (1872)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_",1,"(DC.) Quél"," ",0
113,3,"2007-01-10 05:03:43","2013-07-08 00:16:08",1,2699,93393,873,"2018-09-03 05:07:27",4,"Pleurotus djamor","Pleurotus djamor (Rumph. ex Fr.) Boedijn","**__Pleurotus djamor__** (Rumph. ex Fr.) Boedijn","Pleurotus djamor  (Rumph. ex Fr.) Boedijn","Rumphius Memorial Volume: 292 (1959)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_",1,"(Rumph. ex Fr.) Boedijn"," ",0
118,5,"2007-01-10 05:03:44","2017-10-05 01:52:52",1,NULL,3559,790,"2018-09-07 09:48:44",4,"Pisolithus arhizus","Pisolithus arhizus (Scop.) Rauschert","**__Pisolithus arhizus__** (Scop.) Rauschert","Pisolithus arhizus  (Scop.) Rauschert","Z. Pilzk. 25(2): 50 (1959)",0,6531,NULL,"",NULL,1,"(Scop.) Rauschert"," ",0
119,3,"2007-01-10 05:03:44","2010-02-26 01:35:53",1,44,37005,1121,"2018-09-07 22:53:09",4,"Phyllotopsis nidulans","Phyllotopsis nidulans (Pers.) Singer","**__Phyllotopsis nidulans__** (Pers.) Singer","Phyllotopsis nidulans  (Pers.) Singer","Revue Mycol., Paris 1: 76 (1936)",0,2814,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Typhulaceae_",1,"(Pers.) Singer"," ",0
120,3,"2007-01-10 05:03:44","2014-01-06 02:47:48",1,5468,179493,502,"2018-08-24 18:42:14",4,"Pholiota velaglutinosa","Pholiota velaglutinosa A.H. Sm. & Hesler","**__Pholiota velaglutinosa__** A.H. Sm. & Hesler","Pholiota velaglutinosa  A.H. Sm. & Hesler","The North American species of Pholiota: 253 (1968)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Strophariaceae_",1,"A.H. Sm. & Hesler"," ",0
121,3,"2007-01-10 05:03:44","2018-06-25 13:41:32",1,4603,70086,2167,"2018-09-10 01:53:58",9,"Pholiota","Pholiota (Fr.) P. Kumm.","**__Pholiota__** (Fr.) P. Kumm.","Pholiota  (Fr.) P. Kumm.","Führ. Pilzk. (Zwickau): 22, 83 (1871)",0,6393,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Strophariaceae_",1,"(Fr.) P. Kumm."," ",0
123,6,"2007-01-10 05:03:44","2015-02-08 20:10:18",1,NULL,93450,1174,"2018-09-06 18:02:02",4,"Phellinus gilvus","Phellinus gilvus (Schwein.) Pat.","__Phellinus gilvus__ (Schwein.) Pat.","Phellinus gilvus  (Schwein.) Pat.","",1,3356,NULL,"",NULL,1,"(Schwein.) Pat."," ",0
125,4,"2007-01-10 05:03:44","2018-08-15 22:52:33",1,45,38631,1068,"2018-09-07 14:23:23",4,"Phallus hadriani","Phallus hadriani Vent.","**__Phallus hadriani__** Vent.","Phallus hadriani  Vent.","Saccardo's Syll. fung. VII: 8; VII: 11; XV: 279. / Ventenat, E.P. 1798. Dissertation sur le genre Phallus. Mém. Inst. Nat. Sci. Arts Mat. Phys.. 1:503-523",0,296,NULL,"http://www.mycobank.org/BioloMICS.aspx?Link=T&TableKey=14682616000000067&Rec=122507&Fields=All","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Phallales_
Family: _Phallaceae_",1,"Vent."," ",0
126,3,"2007-01-10 05:03:44","2018-04-05 20:19:53",1,46,38142,1598,"2018-09-09 01:29:31",4,"Phaeolus schweinitzii","Phaeolus schweinitzii (Fr.) Pat.","**__Phaeolus schweinitzii__** (Fr.) Pat.","Phaeolus schweinitzii  (Fr.) Pat.","Essai Tax. Hyménomyc. (Lons-le-Saunier): 86 (1900)",0,2883,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Laetiporaceae_",1,"(Fr.) Pat."," ",0
127,3,"2007-01-10 05:03:44","2013-12-07 17:38:27",1,NULL,175556,303,"2018-06-22 14:46:01",4,"Phaeocollybia californica","Phaeocollybia californica A.H. Sm.","**__Phaeocollybia californica__** A.H. Sm.","Phaeocollybia californica  A.H. Sm.","Brittonia 9: 216 (1957)",0,NULL,NULL,"",NULL,1,"A.H. Sm."," ",0
128,4,"2007-01-10 05:03:44","2013-12-26 01:13:27",1,47,28317,545,"2018-08-30 21:51:02",4,"Peziza violacea","Peziza violacea Pers.","**__Peziza violacea__** Pers.","Peziza violacea  Pers.","Tent. disp. meth. fung. (Lipsiae): 33 (1797)",0,NULL,NULL,"","Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Discomycetes_
Order: _Pezizales_
Family: _Pyronemataceae_",1,"Pers."," ",0
129,4,"2007-01-10 05:03:44","2017-05-07 11:02:13",1,2866,43080,1604,"2018-09-06 17:42:44",9,"Peziza","Peziza Dill. ex Fr.","**__Peziza__** Dill. ex Fr.","Peziza  Dill. ex Fr.","Syst. mycol. 2(1): 40. 1822.",0,3720,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Pezizomycetes_
Order: _Pezizales_
Family: _Pezizaceae_",1,"Dill. ex Fr."," ",0
130,3,"2007-01-10 05:03:44","2014-01-01 03:52:17",1,5437,64330,726,"2018-08-16 01:34:46",4,"Peziza repanda","Peziza repanda Pers.","**__Peziza repanda__** Pers.","Peziza repanda  Pers.","Fl. Upsal.: 466 (1820)",0,3644,NULL,"","Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Discomycetes_
Order: _Pezizales_
Family: _Pyronemataceae_",1,"Pers."," ",0
131,4,"2007-01-10 05:03:44","2013-12-21 20:05:20",1,NULL,97594,385,"2018-09-06 02:05:36",4,"Peziza arvernensis","Peziza arvernensis Roze & Boud.","**__Peziza arvernensis__** Roze & Boud.","Peziza arvernensis  Roze & Boud.","_Bull. Soc. bot. Fr._ 26(Suppl.): LXXVI (1879)",0,294,NULL,"Appears in \"_Species Fungorum_\":http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=243601 as:
_Peziza arvernensis_ Roze & Boud., _Bull. Soc. bot. Fr._ 26(Suppl.): LXXVI (1879)
Appears in \"_MycoBank_\":http://www.mycobank.org/Biolomics.aspx?Table=Mycobank&Page=200&ViewMode=Basic as:
_Peziza arvernensis_ Boud., _Bulletin de la Société Botanique de France 26_ (Suppl.): LXXVI (1879) [MB#243601]",NULL,1,"Roze & Boud."," ",0
133,3,"2007-01-10 05:03:44","2014-01-06 22:37:20",1,NULL,179564,1205,"2018-09-07 14:19:29",4,"Parasola plicatilis","Parasola plicatilis (Curtis) Redhead, Vilgalys & Hopple","**__Parasola plicatilis__** (Curtis) Redhead, Vilgalys & Hopple","Parasola plicatilis  (Curtis) Redhead, Vilgalys & Hopple","in Redhead, Vilgalys, Moncalvo, Johnson & Hopple, Taxon 50(1): 235 (2001)",0,567,NULL,"",NULL,1,"(Curtis) Redhead, Vilgalys & Hopple"," ",0
134,6,"2007-01-10 05:03:44","2018-07-20 00:31:52",1,4550,43315,2841,"2018-09-09 23:16:08",9,"Panaeolus","Panaeolus (Fr.) Quél.","**__Panaeolus__** (Fr.) Quél.","Panaeolus  (Fr.) Quél.","Mém. Soc. Émul. Montbéliard, Sér. 2 5: 151 (1872)",0,5480,NULL,"Basionym: Agaricus subgen. Panaeolus Fr. 1849","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_",1,"(Fr.) Quél."," ",0
135,7,"2007-01-10 05:03:44","2016-02-16 18:36:21",1,NULL,1966,1590,"2018-09-09 12:37:41",4,"Panaeolus foenisecii","Panaeolus foenisecii (Pers.) J. Schröt.","**__Panaeolus foenisecii__** (Pers.) J. Schröt.","Panaeolus foenisecii  (Pers.) J. Schröt.","Botaniste 17: 187 (1926)",0,605,NULL,"Index Fungorum lists __Panaeolina foenisecii__ (Pers.) Maire as the current name.  However, most texts seem to stick with __Panaeolus__.  The 'Google' test at the moment (3/21/07) supports __Panaeolus__ over __Panaeolina__ 8 to 1.
First described by Fries as Agaricus foenisecii in 1821.  After that it wanders through pretty much all of the dark spored genera.  It ends up as Panaeolus by Kuhner in 1926, probably because of the mottled spore development on the lamellae.    In 1932 Maire moves it to Paneolina because of the warted ornamentations of the spores.  In 1972 Smith puts it into Psathyrella, and has Paneolina as a subsection of the genus Psathyrella.  Or so says Smith in his 1972 monograph.

But none of this has the description of Pers., it is all from the type described by Fries.  From Index Fungorum, there turns out to be a taxon synonym of Agaricus 
foenisecii, from Pers. in 1800, which is before Fries in 1821.

But for now, in the hopes of simplification, Psathyrella, Panaeolus and Paneolina should be considered taxonomic synonyms for this species.",NULL,1,"(Pers.) J. Schröt."," ",0
136,3,"2007-01-10 05:03:45","2014-11-08 03:03:52",1,NULL,144993,524,"2018-09-08 13:35:50",4,"Otidea onotica","Otidea onotica (Pers.) Fuckel","**__Otidea onotica__** (Pers.) Fuckel","Otidea onotica  (Pers.) Fuckel","Jb. nassau. Ver. Naturk. 23-24: 330 (1870) [1869-70]",0,4583,NULL,"",NULL,1,"(Pers.) Fuckel"," ",0
137,3,"2007-01-10 05:03:45","2014-09-20 23:33:34",1,2328,88903,960,"2018-09-02 23:22:25",4,"Ossicaulis lignatilis","Ossicaulis lignatilis (Pers.) Redhead & Ginns","**__Ossicaulis lignatilis__** (Pers.) Redhead & Ginns","Ossicaulis lignatilis  (Pers.) Redhead & Ginns","Trans. Mycol. Soc. Japan 26(3): 362 (1985)",0,4542,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Tricholomataceae_",1,"(Pers.) Redhead & Ginns"," ",0
142,11,"2007-01-10 05:03:45","2018-02-23 17:41:49",1,6186,22168,623,"2018-09-09 01:14:18",9,"Nolanea","Nolanea (Fr.) P. Kumm.","**__Nolanea__** (Fr.) P. Kumm.","Nolanea  (Fr.) P. Kumm.","(Fr.) P. Kumm., Führ. Pilzk. (Zwickau): 24, 95 (1871)",0,5012,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Entolomataceae_",1,"(Fr.) P. Kumm."," ",0
144,4,"2007-01-10 05:03:45","2016-06-09 16:45:11",1,NULL,43737,330,"2018-09-06 16:05:08",4,"Nolanea hirtipes","Nolanea hirtipes (Schumach.) P. Kumm.","__Nolanea hirtipes__ (Schumach.) P. Kumm.","Nolanea hirtipes  (Schumach.) P. Kumm.","_Führ. Pilzk._ (Zerbst): 95 (1871)",1,2975,NULL,"http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=186699
http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=313732",NULL,1,"(Schumach.) P. Kumm."," ",0
145,3,"2007-01-10 05:03:45","2014-01-06 02:37:33",1,NULL,179492,651,"2018-09-05 12:31:36",4,"Nidula candida","Nidula candida (Peck) V.S. White","**__Nidula candida__** (Peck) V.S. White","Nidula candida  (Peck) V.S. White","Bull. Torrey bot. Club 29: 271 (1902)",0,NULL,NULL,"",NULL,1,"(Peck) V.S. White"," ",0
147,14,"2007-01-10 05:03:45","2018-09-05 03:36:09",1,1704,27545,4354,"2018-09-10 00:08:38",9,"Mycena","Mycena (Pers.) Roussel","**__Mycena__** (Pers.) Roussel","Mycena  (Pers.) Roussel","(Pers.) Roussel, Fl. Calvados, Edn 2: 64 ('46') (1806)",0,6422,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Mycenaceae_",1,"(Pers.) Roussel"," ",0
148,3,"2007-01-10 05:03:45","2009-08-03 13:41:54",1,NULL,25891,136,"2018-09-01 17:49:52",4,"Mycena rorida","Mycena rorida (Scop.) Quél.","__Mycena rorida__ (Scop.) Quél.","Mycena rorida  (Scop.) Quél.",NULL,1,2582,NULL,NULL,NULL,1,"(Scop.) Quél."," ",0
149,7,"2007-01-10 05:03:45","2015-04-27 18:59:03",1,2240,86221,727,"2018-09-05 14:59:05",4,"Mycena pura","Mycena pura (Pers.) P. Kumm.","**__Mycena pura__** (Pers.) P. Kumm.","Mycena pura  (Pers.) P. Kumm.","??Führ. Pilzk.?? (Zerbst): 107 (1871)",0,570,NULL,"Name change given to me [who?] by Else Vellinga.  Author and citation are from \"??Index Fungorum??\":http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=188082

http://home.online.no/~araronse/Mycenakey/pura.htm","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_",1,"(Pers.) P. Kumm."," ",0
150,4,"2007-01-10 05:03:45","2018-01-14 00:56:20",1,NULL,183699,365,"2018-09-06 21:13:37",4,"Mycena oregonensis","Mycena oregonensis A.H. Sm.","**__Mycena oregonensis__** A.H. Sm.","Mycena oregonensis  A.H. Sm.","Mycologia 28(5): 413 (1936)",0,NULL,NULL,"Not a real _Mycena_; belongs in the _Porotheleaceae_. Will probably be moved to _Phloeomana_ or a new genus.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_",1,"A.H. Sm."," ",0
153,3,"2007-01-10 05:03:45","2014-02-17 15:19:20",1,2724,93672,887,"2018-09-04 22:03:00",4,"Mycena acicula","Mycena acicula (Schaeff.) P. Kumm.","**__Mycena acicula__** (Schaeff.) P. Kumm.","Mycena acicula  (Schaeff.) P. Kumm.","Führ. Pilzk. (Zerbst): 109 (1871)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_",1,"(Schaeff.) P. Kumm."," ",0
159,5,"2007-01-10 05:03:45","2011-05-08 10:32:52",1,58,1641,2408,"2018-09-06 20:40:53",4,"Amanita calyptroderma","Amanita calyptroderma G.F. Atk. & V.G. Ballen","**__Amanita calyptroderma__** G.F. Atk. & V.G. Ballen","Amanita calyptroderma  G.F. Atk. & V.G. Ballen","",0,3205,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Amanitaceae_",1,"G.F. Atk. & V.G. Ballen"," ",0
160,4,"2007-01-10 05:03:45","2018-05-14 17:09:57",1,4771,364305,1060,"2018-09-06 18:36:45",9,"Scleroderma","Scleroderma Pers.","**__Scleroderma__** Pers.","Scleroderma  Pers.","",0,3369,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Boletales_
Family: _Sclerodermataceae_",1,"Pers."," ",0
