id,version,"created_at","updated_at",user_id,description_id,rss_log_id,num_views,"last_view",north,south,west,east,high,low,ok_for_export,"notes","name","scientific_name",locked
7844,1,"2013-07-18 14:31:28","2013-07-18 14:31:28",4468,NULL,159326,10,"2018-07-23 04:53:30",37.7392,37.6972,-121.989,-121.832,NULL,NULL,1,"","Dublin, California, USA","USA, California, Dublin",0
7845,2,"2013-07-18 14:31:58","2016-02-28 23:55:05",4468,NULL,159327,10,"2017-09-02 14:57:28",36.8684,36.749,-121.744,-121.573,NULL,NULL,1,"

[admin - 2016-02-28 23:55:05 +0000]: Merged with Prunedale , California , USA: North: 36.8684, South: 36.7518, West: -121.742, East: -121.573","Prunedale, California, USA","USA, California, Prunedale",0
7852,1,"2013-07-18 21:51:02","2013-07-18 21:51:02",4468,NULL,159366,14,"2018-02-04 01:40:03",37.7725,37.7453,-122.423,-122.42,NULL,NULL,1,"","Valencia St., San Francisco, California, USA","USA, California, San Francisco, Valencia St.",0
7858,1,"2013-07-18 22:06:38","2013-07-18 22:06:38",4468,NULL,159372,8,"2017-09-17 17:30:59",37.7492,37.7465,-122.426,-122.424,NULL,NULL,1,"","Cesar Chavez and Dolores St., San Francisco, California, USA","USA, California, San Francisco, Cesar Chavez and Dolores St.",0
7861,1,"2013-07-18 22:28:16","2013-07-18 22:28:16",4468,NULL,159375,6,"2016-05-13 07:41:34",37.8872,37.8845,-122.27,-122.267,NULL,NULL,1,"","Eunice and Walnut St., Berkeley, California, USA","USA, California, Berkeley, Eunice and Walnut St.",0
7863,1,"2013-07-18 22:30:54","2013-07-18 22:30:54",4468,NULL,159377,9,"2017-10-06 03:24:07",37.8721,37.8702,-122.266,-122.263,NULL,NULL,1,"","Eucalyptus Grove, University of California Berkeley, Berkeley, California, USA","USA, California, Berkeley, University of California Berkeley, Eucalyptus Grove",0
7865,1,"2013-07-18 22:33:30","2013-07-18 22:33:30",4468,NULL,159379,13,"2017-10-30 20:27:40",37.3644,37.3575,-122.135,-122.122,NULL,NULL,1,"","Foothill College, Los Altos Hills, California, USA","USA, California, Los Altos Hills, Foothill College",0
7869,1,"2013-07-19 19:17:06","2013-07-19 19:17:06",911,NULL,159430,29,"2017-11-18 09:16:11",36.9965,36.9923,-122.069,-122.066,NULL,NULL,1,"University land, but accessible to public. Permits not required for collecting. Live oak groves surrounded by dry grassland meadows. Can be good for bolete and _Amanita_ diversity, and _Pisolithus arrhizus_ on the trails through the coyotebrush.
Bay-laurel and mixed-conifer woodland surrounding the meadow.","Porter Meadow, University of California Santa Cruz, California, USA","USA, California, University of California Santa Cruz, Porter Meadow",0
7876,1,"2013-07-20 00:07:07","2013-07-20 00:07:07",4468,NULL,159458,844,"2018-09-05 00:31:29",37.7673,37.7646,-122.469,-122.466,NULL,NULL,1,"","10th Ave. and Lincoln Way, San Francisco, California, USA","USA, California, San Francisco, 10th Ave. and Lincoln Way",0
7877,1,"2013-07-20 00:18:46","2013-07-20 00:18:46",4468,NULL,159459,46,"2018-07-20 04:39:15",37.9219,37.896,-121.933,-121.91,NULL,NULL,1,"See \"Trail Map of Waterfall loop at Mount Diablo State Park\":http://www.everytrail.com/guide/waterfall-loop-at-mount-diablo-state-park/map","Waterfall Loop aka Falls Trail, Mount Diablo State Park, Contra Costa Co., California, USA","USA, California, Contra Costa Co., Mount Diablo State Park, Waterfall Loop aka Falls Trail",0
7879,1,"2013-07-20 00:30:41","2013-07-20 00:30:41",4468,NULL,159461,10,"2018-02-16 13:49:38",37.7505,37.7487,-122.148,-122.145,NULL,NULL,1,"","Insectary, Children's Zoo, Oakland Zoo, Oakland, California, USA","USA, California, Oakland, Oakland Zoo, Children's Zoo, Insectary",0
7883,1,"2013-07-20 00:37:37","2013-07-20 00:37:37",4468,NULL,159465,7,"2018-01-07 02:33:57",37.7664,37.7638,-122.51,-122.458,NULL,NULL,1,"","Lincoln Way, San Francisco, California, USA","USA, California, San Francisco, Lincoln Way",0
7885,1,"2013-07-20 00:44:18","2013-07-20 00:44:18",4468,NULL,159467,6,"2017-01-04 22:38:39",37.7843,37.7757,-122.188,-122.175,NULL,NULL,1,"","Mills College, Oakland, California, USA","USA, California, Oakland, Mills College",0
7886,1,"2013-07-20 00:52:11","2013-07-20 00:52:11",4468,NULL,159469,12,"2017-09-12 05:52:37",37.7692,37.7418,-122.434,-122.428,NULL,NULL,1,"","Noe St. and Sanchez St., San Francisco, California, USA","USA, California, San Francisco, Noe St. and Sanchez St.",0
7887,1,"2013-07-20 00:53:34","2013-07-20 00:53:34",4468,NULL,159470,2,"2017-09-10 06:07:53",37.8061,37.8043,-122.273,-122.271,NULL,NULL,1,"","Ogawa Park, Oakland, California, USA","USA, California, Oakland, Ogawa Park",0
7889,1,"2013-07-20 00:55:56","2013-07-20 00:55:56",4468,NULL,159472,8,"2018-07-07 13:18:23",38.0196,37.9688,-121.756,-121.624,NULL,NULL,1,"","Oakley, California, USA","USA, California, Oakley",0
7892,1,"2013-07-20 01:06:04","2013-07-20 01:06:04",4468,NULL,159477,16,"2018-01-24 21:36:20",38.016,37.9743,-122.319,-122.234,NULL,NULL,1,"","Pinole, California, USA","USA, California, Pinole",0
7895,2,"2013-07-20 01:20:59","2016-08-27 00:38:54",4468,NULL,159480,28,"2018-07-25 17:35:08",37.2859,36.4939,-122.149,-121.102,NULL,NULL,1,"","San Benito Co., California, USA","USA, California, San Benito Co.",0
7897,1,"2013-07-20 01:27:27","2013-07-20 01:27:27",4468,NULL,159483,7,"2017-09-09 00:20:16",37.7742,37.7715,-122.42,-122.417,NULL,NULL,1,"","South Van Ness Ave. and Mission St., San Francisco, California, USA","USA, California, San Francisco, South Van Ness Ave. and Mission St.",0
7900,1,"2013-07-20 02:03:56","2013-07-20 02:03:56",4468,NULL,159487,44,"2018-06-14 17:39:35",37.9059,37.8921,-122.251,-122.21,NULL,NULL,1,"","Wildcat Canyon Rd., Berkeley, California, USA","USA, California, Berkeley, Wildcat Canyon Rd.",0
7905,1,"2013-07-20 02:24:38","2013-07-20 02:24:38",4468,NULL,159492,33,"2018-08-28 15:46:13",37.8674,37.8479,-122.304,-122.295,NULL,NULL,1,"","Aquatic Park, Berkeley, California, USA","USA, California, Berkeley, Aquatic Park",0
7910,1,"2013-07-20 02:38:45","2013-07-20 02:38:45",4468,NULL,159497,16,"2017-11-30 00:59:10",37.2146,37.2129,-121.783,-121.773,NULL,NULL,1,"","Coyote Ridge, San Jose, California, USA","USA, California, San Jose, Coyote Ridge",0
7911,1,"2013-07-20 02:43:32","2013-07-20 02:43:32",4468,NULL,159498,10,"2018-01-07 02:33:55",37.7706,37.7691,-122.435,-122.432,NULL,NULL,1,"","Duboce Park, San Francisco, California, USA","USA, California, San Francisco, Duboce Park",0
7929,1,"2013-07-21 00:24:59","2013-07-21 00:24:59",4468,NULL,159555,7,"2017-09-12 18:36:37",37.4486,37.3841,-122.277,-122.232,NULL,NULL,1,"","Highway 84, Woodside, California, USA","USA, California, Woodside, Highway 84",0
7930,1,"2013-07-21 17:50:02","2013-07-21 17:50:02",4468,NULL,159600,11,"2018-02-16 13:44:34",37.8847,37.6992,-122.343,-122.115,NULL,NULL,1,"","Chez Viess-Rust Aviary, Oakland, California, USA","USA, California, Oakland, Chez Viess-Rust Aviary",0
7931,2,"2013-07-21 17:52:18","2013-12-01 14:37:45",4468,NULL,159601,49,"2018-02-01 07:33:37",37.833,37.8253,-122.246,-122.21,NULL,NULL,1,"","Pocket Park, Moraga Ave., Oakland, California, USA","USA, California, Oakland, Moraga Ave., Pocket Park",0
7933,1,"2013-07-21 18:00:12","2013-07-21 18:00:12",4468,NULL,159603,8,"2018-08-19 18:06:46",37.4468,37.4228,-122.14,-122.111,NULL,NULL,1,"","Midtown, Palo Alto, California, USA","USA, California, Palo Alto, Midtown",0
7935,1,"2013-07-21 18:09:17","2013-07-21 18:09:17",4468,NULL,159605,10,"2017-11-19 21:31:17",37.6651,37.6475,-122.401,-122.375,NULL,NULL,1,"","Genentech, South San Francisco, California, USA","USA, California, South San Francisco, Genentech",0
7939,2,"2013-07-21 18:17:11","2013-07-21 18:18:52",4468,NULL,159610,4,"2017-12-19 15:33:13",37.817,37.7977,-122.263,-122.236,NULL,NULL,1,"","upper Lakeshore Ave., Oakland, California, USA","USA, California, Oakland, upper Lakeshore Ave.",0
7942,2,"2013-07-21 18:25:51","2013-11-10 13:06:30",4468,NULL,159613,10,"2018-04-20 22:42:01",36.9786,36.9759,-122.052,-122.049,NULL,NULL,1,"","High St. and Cardiff Place, Santa Cruz, California, USA","USA, California, Santa Cruz, High St. and Cardiff Place",0
7943,1,"2013-07-21 18:29:12","2013-07-21 18:29:12",4468,NULL,159614,19,"2018-04-21 04:44:51",37.005,36.9766,-122.07,-122.048,NULL,NULL,1,"","Southwest Campus, University of California Santa Cruz, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., University of California Santa Cruz, Southwest Campus",0
7948,1,"2013-07-21 18:57:29","2013-07-21 18:57:29",4468,NULL,159620,22,"2017-09-09 09:39:43",37.781,37.7783,-122.425,-122.422,NULL,NULL,1,"","Gough St. and McAllister St., San Francisco, California, USA","USA, California, San Francisco, Gough St. and McAllister St.",0
7949,1,"2013-07-21 19:47:26","2013-07-21 19:47:26",4468,NULL,159622,4,"2013-10-02 22:45:36",37.8745,37.8736,-122.257,-122.256,NULL,NULL,1,"","North-East of Stanley Hall, University of California Berkeley, Berkeley, California, USA","USA, California, Berkeley, University of California Berkeley, North-East of Stanley Hall",0
7962,1,"2013-07-23 20:42:00","2013-07-23 20:42:00",181,NULL,159900,14,"2018-01-07 02:33:52",37.7962,37.795,-122.394,-122.392,NULL,NULL,1,"","Ferry Building, Embarcadero, San Francisco, California, USA","USA, California, San Francisco, Embarcadero, Ferry Building",0
7985,1,"2013-07-29 00:31:14","2013-07-29 00:31:14",911,NULL,160402,11,"2017-09-10 18:18:08",37.0552,37.0525,-122.118,-122.116,NULL,NULL,1,"","Empire Grade and McGivern Way, Santa Cruz, California, USA","USA, California, Santa Cruz, Empire Grade and McGivern Way",0
8099,1,"2013-08-19 04:44:31","2013-08-19 04:44:31",4986,NULL,162785,16,"2017-07-08 04:52:32",37.8037,37.8018,-122.407,-122.405,NULL,NULL,1,"","Pioneer Park, San Francisco, California, USA","USA, California, San Francisco, Pioneer Park",0
8230,1,"2013-09-11 16:54:52","2013-09-11 16:54:52",911,NULL,165226,9,"2018-04-23 14:01:34",36.9774,36.9768,-122.032,-122.032,NULL,NULL,1,"","The Abbey, Mission St., Santa Cruz, California, USA","USA, California, Santa Cruz, Mission St., The Abbey",0
8408,2,"2013-10-13 19:33:11","2015-02-24 20:16:25",5272,NULL,168520,14,"2018-05-01 14:22:59",38.3209,37.8151,-123.048,-122.419,NULL,NULL,1,"","Marin, California, USA","USA, California, Marin",0
8413,3,"2013-10-14 02:17:29","2013-11-14 22:43:48",4933,NULL,168585,9,"2017-02-25 08:21:52",37.8688,37.8661,-122.27,-122.252,NULL,NULL,1,"","Channing Way, Berkeley, California, USA","USA, California, Berkeley, Channing Way",0
8414,2,"2013-10-14 02:30:03","2014-02-17 05:30:29",5280,NULL,168593,161,"2018-07-30 17:41:45",37.9254,37.8812,-122.286,-122.224,783,600,1,"Public","Wildcat Gorge Trail, Tilden Regional Park, Contra Costa Co., California, USA","USA, California, Contra Costa Co., Tilden Regional Park, Wildcat Gorge Trail",0
8425,1,"2013-10-14 19:26:30","2013-10-14 19:26:30",5427,NULL,168754,223,"2018-09-07 10:48:57",37.861,37.8583,-122.256,-122.254,NULL,NULL,1,"","2614 Stuart St. Berkeley, California, USA","USA, California, 2614 Stuart St. Berkeley",0
8426,1,"2013-10-14 19:58:54","2013-10-14 19:58:54",5427,NULL,168773,23,"2018-08-28 15:03:46",37.8576,37.8573,-122.252,-122.251,NULL,NULL,1,"small roadside park","Ashby ave, Berkeley, California, USA","USA, California, Berkeley, Ashby ave",0
8435,1,"2013-10-16 09:37:52","2013-10-16 09:37:52",3811,NULL,168945,43,"2018-03-22 06:40:15",37.3158,37.313,-122.065,-122.062,NULL,NULL,1,"","McClellan Ranch Park, Cupertino, Santa Clara Co., California, USA","USA, California, Santa Clara Co., Cupertino, McClellan Ranch Park",0
8496,2,"2013-10-30 10:04:25","2013-11-07 22:14:33",2843,NULL,170642,16,"2018-01-22 04:39:09",37.4277,37.4262,-122.168,-122.166,NULL,NULL,1,"","Green Library, Stanford University, Stanford, California, USA","USA, California, Stanford, Stanford University, Green Library",0
8519,4,"2013-11-04 23:09:48","2013-12-11 20:36:11",2017,NULL,171536,501,"2018-09-02 18:40:47",37.2161,37.0946,-122.318,-122.156,NULL,NULL,1,"
[admin - 2013-12-11 20:34:43 +0000]: Merged with Big Basin Redwoods State Park, Santa Cruz Co., California, USA: North: 37.2156, South: 37.1428, West: -122.304, East: -122.179

[admin - 2013-12-11 20:35:35 +0000]: Merged with Big Basin Redwoods State Park, Santa Cruz Co., California, USA: North: 37.2161, South: 37.0946, West: -122.318, East: -122.156","Big Basin Redwoods State Park, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Big Basin Redwoods State Park",0
8530,1,"2013-11-06 23:39:59","2013-11-06 23:39:59",1713,NULL,171757,11,"2017-09-04 15:42:03",36.9671,36.9663,-122.017,-122.017,NULL,NULL,1,"","The Beach Flats, Santa Cruz, California, USA","USA, California, Santa Cruz, The Beach Flats",0
8567,1,"2013-11-12 06:31:09","2013-11-12 06:31:09",5421,NULL,172481,10,"2017-08-30 11:55:27",37.8637,37.858,-122.524,-122.513,NULL,NULL,1,"","Tennessee Valley, Marin, California, USA","USA, California, Marin, Tennessee Valley",0
8580,6,"2013-11-12 15:44:46","2013-11-12 23:51:49",5340,NULL,172530,65,"2018-08-28 16:43:43",37.7624,37.7616,-122.245,-122.244,NULL,NULL,1,"","AMPM, Alameda, California, USA","USA, California, Alameda, AMPM",0
8604,1,"2013-11-14 23:54:50","2013-11-14 23:54:50",4468,NULL,172716,12,"2018-05-18 20:30:26",37.8816,37.8789,-122.248,-122.245,NULL,NULL,1,"","Lawrence Hall of Science, University of California Berkeley, Berkeley, California, USA","USA, California, Berkeley, University of California Berkeley, Lawrence Hall of Science",0
8622,1,"2013-11-15 23:36:42","2013-11-15 23:36:42",123,NULL,172811,31,"2018-01-26 18:42:21",37.7634,37.7572,-122.461,-122.452,NULL,NULL,1,"","Mount Sutro, San Francisco, California, USA","USA, California, San Francisco, Mount Sutro",0
8714,2,"2013-11-23 14:41:10","2016-10-30 05:37:21",4468,NULL,173829,21,"2018-06-18 01:56:21",37.9074,37.9049,-122.269,-122.264,NULL,NULL,1,"","Canon Dr., Tilden Regional Park, Contra Costa Co., California, USA","USA, California, Contra Costa Co., Tilden Regional Park, Canon Dr.",0
8772,2,"2013-11-29 20:53:54","2013-11-29 20:54:26",4468,NULL,174695,7,"2018-02-16 13:48:41",37.7489,37.7395,-122.145,-122.129,NULL,NULL,1,"","Dunsmuir Canyon, Oakland, California, USA","USA, California, Oakland, Dunsmuir Canyon",0
8773,1,"2013-11-29 20:58:29","2013-11-29 20:58:29",4468,NULL,174696,4,"2018-02-16 13:48:57",37.7521,37.7381,-122.143,-122.125,NULL,NULL,1,"","Dunsmuir Hill, Oakland, California, USA","USA, California, Oakland, Dunsmuir Hill",0
8774,1,"2013-11-29 21:05:58","2013-11-29 21:05:58",4468,NULL,174697,6,"2018-01-27 04:26:01",37.8231,37.7975,-122.189,-122.165,NULL,NULL,1,"See http://www.ebparks.org/parks/roberts","Roberts Regional Recreation Area, Oakland, California, USA","USA, California, Oakland, Roberts Regional Recreation Area",0
8813,1,"2013-12-02 04:42:18","2013-12-02 04:42:18",4468,NULL,174903,10,"2018-02-16 13:45:01",37.7334,37.7331,-122.137,-122.137,NULL,NULL,1,"","Chez Viess-Rust garden, Oakland, California, USA","USA, California, Oakland, Chez Viess-Rust garden",0
8846,1,"2013-12-04 23:57:16","2013-12-04 23:57:16",4468,NULL,175331,5,"2018-02-02 09:57:00",37.8967,37.8796,-122.552,-122.532,NULL,NULL,1,"","Tamalpais Valley aka Tam Valley, California, USA","USA, California, Tamalpais Valley aka Tam Valley",0
8847,1,"2013-12-05 00:01:11","2013-12-05 00:01:11",4468,NULL,175335,2,"2017-08-30 04:12:38",37.8302,37.8275,-122.25,-122.248,NULL,NULL,1,"This may be mis-located.  The description is ambiguous because there are a number of dog parks in Piedmont.  See http://www.ci.piedmont.ca.us/publicworks/dogparks.shtml.","Dog Park, Piedmont, California, USA","USA, California, Piedmont, Dog Park",0
8878,1,"2013-12-07 01:02:55","2013-12-07 01:02:55",4960,NULL,175526,12,"2018-04-15 00:32:00",37.7286,37.7252,-122.481,-122.477,NULL,NULL,1,"","near San Francisco State University, San Francisco, California, USA","USA, California, San Francisco, near San Francisco State University",0
8883,1,"2013-12-08 15:50:14","2013-12-08 15:50:14",4468,NULL,175656,10,"2018-01-09 12:12:37",37.6473,37.6332,-122.492,-122.467,NULL,NULL,1,"","Milagra Ridge, Pacifica, California, USA","USA, California, Pacifica, Milagra Ridge",0
8897,2,"2013-12-09 07:41:34","2013-12-09 17:53:46",5614,NULL,175830,66,"2018-09-08 01:28:51",37.8747,37.872,-122.261,-122.258,NULL,NULL,1,"","Memorial Glade, UC Berkeley Campus, Berkeley, California, USA","USA, California, Berkeley, UC Berkeley Campus, Memorial Glade",0
8898,1,"2013-12-09 07:51:40","2013-12-09 07:51:40",5614,NULL,175833,7,"2017-09-15 03:08:19",37.8867,37.8844,-122.263,-122.26,NULL,NULL,1,"","Codornices Park, Berkeley, California, USA","USA, California, Berkeley, Codornices Park",0
8902,1,"2013-12-09 15:59:28","2013-12-09 15:59:28",5455,NULL,175874,270,"2018-08-28 16:06:58",37.8655,37.8628,-122.258,-122.255,NULL,NULL,1,"","2530 Hillegass Ave., Berkeley, California, USA","USA, California, Berkeley, 2530 Hillegass Ave.",0
8917,3,"2013-12-10 02:27:34","2013-12-10 03:35:00",5434,NULL,176165,18,"2018-02-16 13:47:17",37.8662,37.8422,-122.254,-122.219,NULL,NULL,1,"","Claremont Graveyard, Oakland, California, USA","USA, California, Oakland, Claremont Graveyard",0
8925,1,"2013-12-11 04:26:47","2013-12-11 04:26:47",4468,NULL,176375,20,"2017-12-20 05:24:46",36.5753,36.5574,-121.963,-121.931,NULL,NULL,1,"","Pebble Beach, California, USA","USA, California, Pebble Beach",0
8933,1,"2013-12-11 22:00:10","2013-12-11 22:00:10",4468,NULL,176506,8,"2017-09-02 10:52:38",37.8048,37.8006,-122.179,-122.17,NULL,NULL,1,"See http://www.ebparks.org/parks/redwood#features
For description of plants, also see http://www.ebparks.org/Assets/files/message_from_steve_edwards.pdf","Serpentine Prairie, Redwood Regional Park, Oakland, California, USA","USA, California, Oakland, Redwood Regional Park, Serpentine Prairie",0
8939,2,"2013-12-12 04:26:21","2013-12-12 06:25:50",4933,NULL,176594,56,"2017-06-13 13:55:28",37.8764,37.8703,-122.27,-122.259,NULL,NULL,1,"","UC Berkeley Campus, Berkeley, California, USA","USA, California, Berkeley, UC Berkeley Campus",0
8940,1,"2013-12-12 16:44:20","2013-12-12 16:44:20",4468,NULL,176657,7,"2017-07-06 08:51:08",37.8717,37.8587,-122.245,-122.221,NULL,NULL,1,"","near Claremont Canyon, Oakland, California, USA","USA, California, Oakland, near Claremont Canyon",0
8963,2,"2013-12-18 15:51:06","2014-06-01 02:24:57",5276,NULL,177283,134,"2018-08-28 16:21:43",37.9026,37.8805,-122.268,-122.226,NULL,NULL,1,"","Alameda Co., Berkeley, California, USA","USA, California, Berkeley, Alameda Co.",0
8969,1,"2013-12-20 02:09:00","2013-12-20 02:09:00",5542,NULL,177539,4,"2017-08-31 23:16:15",37.8835,37.8749,-122.264,-122.262,NULL,NULL,1,"","Scenic Ave., Berkeley, California, USA","USA, California, Berkeley, Scenic Ave.",0
8971,1,"2013-12-20 06:20:26","2013-12-20 06:20:26",5326,NULL,177563,5,"2018-02-03 09:46:56",37.8834,37.8807,-122.269,-122.266,NULL,NULL,1,"","near Rose St./Oxford St.in Berkeley, California, USA","USA, California, near Rose St./Oxford St.in Berkeley",0
9045,2,"2014-01-06 18:44:34","2014-01-07 21:32:56",911,NULL,179557,7,"2017-07-07 16:22:12",36.9612,36.9545,-122.028,-122.027,NULL,NULL,1,"

[admin - 2014-01-07 21:32:56 +0000]: Merged with Lighthouse Ave., Santa Cruz, California, USA: North: 36.9612, South: 36.9545, West: -122.028, East: -122.027","Lighthouse Avenue, Santa Cruz, California, USA","USA, California, Santa Cruz, Lighthouse Avenue",0
9071,1,"2014-01-11 22:00:15","2014-01-11 22:00:15",3795,NULL,180050,20,"2018-08-19 21:06:21",37.2833,37.2312,-122.296,-122.198,NULL,NULL,1,"","near Pescadero Creek County Park, San Mateo Co., California, USA","USA, California, San Mateo Co., near Pescadero Creek County Park",0
9075,1,"2014-01-14 05:10:51","2014-01-14 05:10:51",911,NULL,180289,24,"2018-04-23 13:58:16",36.8706,36.8669,-121.821,-121.815,NULL,NULL,1,"","Palm Beach State Park, Pajaro Dunes, Watsonville, California, USA","USA, California, Watsonville, Pajaro Dunes, Palm Beach State Park",0
9124,1,"2014-02-03 19:26:44","2014-02-03 19:26:44",4468,NULL,181911,7,"2017-11-08 02:50:04",37.7655,37.7294,-122.496,-122.493,NULL,NULL,1,"","Sunset Blvd. San Francisco, California, USA","USA, California, Sunset Blvd. San Francisco",0
9130,1,"2014-02-06 01:49:53","2014-02-06 01:49:53",4523,NULL,182138,7,"2017-09-14 22:16:37",36.9962,36.9942,-122.069,-122.068,NULL,NULL,1,"","Empire Cave, UCSC Campus, California, USA","USA, California, UCSC Campus, Empire Cave",0
9147,1,"2014-02-12 21:03:28","2014-02-12 21:03:28",371,NULL,182612,9,"2018-03-25 04:12:01",38.2979,38.2893,-122.27,-122.269,NULL,NULL,1,"Public Park. ","Terrace Rd., Napa, Napa Co., California, USA","USA, California, Napa Co., Napa, Terrace Rd.",0
9171,2,"2014-02-19 21:01:25","2014-02-20 00:12:20",5727,NULL,183118,12,"2017-08-29 21:22:08",37.0159,37.0122,-122,-121.998,NULL,NULL,1,"","Happy Valley, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Happy Valley",0
9194,2,"2014-02-24 23:58:58","2016-01-19 18:37:45",3013,NULL,183571,217,"2018-08-31 22:01:27",37.0752,37.0499,-122.048,-122.011,NULL,NULL,1,"

[admin - 2016-01-19 18:37:45 +0000]: Merged with Mission Springs, Scott's Valley, California, USA: North: 37.0632, South: 37.0632, West: -122.03, East: -122.03","Mission Springs, Scotts Valley, California, USA","USA, California, Scotts Valley, Mission Springs",0
9212,2,"2014-03-03 00:12:15","2014-04-26 19:18:29",4523,NULL,183881,65,"2018-08-28 15:23:00",36.958,36.9544,-122.062,-122.059,NULL,NULL,1,"Santa Cruz Co.","Antonelli Pond, Santa Cruz, California, USA","USA, California, Santa Cruz, Antonelli Pond",0
9213,1,"2014-03-03 00:23:20","2014-03-03 00:23:20",4523,NULL,183885,2,"2015-04-30 02:06:44",36.9611,36.9598,-122.099,-122.063,NULL,NULL,1,"","Natural Bridges/Wilder Bike Path, Santa Cruz, California, USA","USA, California, Santa Cruz, Natural Bridges/Wilder Bike Path",0
9214,1,"2014-03-03 17:18:05","2014-03-03 17:18:05",4122,NULL,183923,45,"2017-04-18 01:03:24",37.0906,37.0622,-121.819,-121.779,NULL,NULL,1,"","Uvas Canyon County Park, California, USA","USA, California, Uvas Canyon County Park",0
9224,1,"2014-03-07 20:17:29","2014-03-07 20:17:29",911,NULL,184190,2,"2018-04-18 01:35:12",36.9164,36.9122,-121.772,-121.765,NULL,NULL,1,"","Ramsay Park, Watsonville, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Watsonville, Ramsay Park",0
9225,1,"2014-03-07 20:26:38","2014-03-07 20:26:38",911,NULL,184193,7,"2017-09-02 07:55:36",36.9872,36.9831,-122.029,-122.026,NULL,NULL,1,"","Highway 1 at San Lorenzo River, Santa Cruz, California, USA","USA, California, Santa Cruz, Highway 1 at San Lorenzo River",0
9258,2,"2014-03-12 19:28:51","2017-01-03 04:31:34",911,NULL,184535,23,"2018-07-13 04:11:14",37.5241,37.5209,-122.518,-122.513,NULL,NULL,1,"","Fitzgerald Marine Reserve, Moss Beach, California, USA","USA, California, Moss Beach, Fitzgerald Marine Reserve",0
9259,1,"2014-03-12 19:31:28","2014-03-12 19:31:28",911,NULL,184537,12,"2018-04-18 01:33:04",37.0449,37.0438,-122.032,-122.029,NULL,NULL,1,"","Spring Lakes Mobile Home Park, Scotts Valley, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Scotts Valley, Spring Lakes Mobile Home Park",0
9260,1,"2014-03-12 19:38:32","2014-03-12 19:38:32",5782,NULL,184541,29,"2017-09-09 22:15:14",37.1545,37.0738,-122.036,-121.946,NULL,NULL,1,"","Glenwood, Santa Cruz Mountains, California, USA","USA, California, Santa Cruz Mountains, Glenwood",0
9261,1,"2014-03-12 19:40:35","2014-03-12 19:40:35",911,NULL,184543,37,"2018-04-19 01:32:58",36.965,36.9577,-121.78,-121.765,NULL,NULL,1,"","Pinto Lake County Park, Watsonville, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Watsonville, Pinto Lake County Park",0
9282,1,"2014-03-20 02:26:53","2014-03-20 02:26:53",911,NULL,184997,5,"2018-04-17 23:46:30",36.9987,36.9982,-122.062,-122.061,NULL,NULL,1,"","Science Library, University of California Santa Cruz, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., University of California Santa Cruz, Science Library",0
9283,1,"2014-03-20 02:29:38","2014-03-20 02:29:38",911,NULL,184999,355,"2018-09-09 17:35:37",37.0017,37.0012,-122.064,-122.063,NULL,NULL,1,"","Engineering 2 Building, University of California Santa Cruz, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., University of California Santa Cruz, Engineering 2 Building",0
9284,1,"2014-03-20 03:09:44","2014-03-20 03:09:44",5756,NULL,185002,4,"2017-11-19 05:28:08",37.0102,37.0053,-122.059,-122.058,NULL,NULL,1,"","Chinquapin Rd., Santa Cruz, California, USA","USA, California, Santa Cruz, Chinquapin Rd.",0
9288,1,"2014-03-21 10:23:36","2014-03-21 10:23:36",123,NULL,185108,14,"2017-12-08 20:00:30",37.7949,37.7886,-122.18,-122.168,NULL,NULL,1,"","Leona Heights Park, Oakland, California, USA","USA, California, Oakland, Leona Heights Park",0
9289,1,"2014-03-22 02:55:11","2014-03-22 02:55:11",911,NULL,185177,75,"2018-08-28 16:23:30",36.9701,36.9694,-122.041,-122.04,NULL,NULL,1,"","Andrews-Lay Residence, Van Ness Ave., Santa Cruz, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Santa Cruz, Van Ness Ave., Andrews-Lay Residence",0
9299,1,"2014-03-22 21:09:18","2014-03-22 21:09:18",120,NULL,185381,15,"2018-01-07 02:34:43",37.5634,37.4786,-122.073,-121.988,NULL,NULL,1,"","Newark, California, USA","USA, California, Newark",0
9314,1,"2014-03-27 16:20:25","2014-03-27 16:20:25",911,NULL,185691,22,"2018-04-16 21:43:10",36.982,36.9778,-121.928,-121.923,NULL,NULL,1,"","Porter-Sesnon Property, Aptos, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Aptos, Porter-Sesnon Property",0
9315,1,"2014-03-27 16:28:23","2014-03-27 16:28:23",911,NULL,185694,8,"2018-04-22 20:57:10",36.8866,36.8856,-121.784,-121.782,NULL,NULL,1,"","CARE Park, Pajaro River, Santa Cruz Co., California, USA","USA, California, Santa Cruz Co., Pajaro River, CARE Park",0
